gene_id,lfc
isogroup0_c2_g1,2.2899773147892
isogroup10000_c0_g1,-0.687662790422406
isogroup100019_c0_g1,-1.56407412972971
isogroup10001_c0_g1,-1.28349458046629
isogroup10001_c1_g1,-2.01145576091065
isogroup100024_c0_g1,-0.058452571670851
isogroup10003_c0_g1,1.15207667025959
isogroup10004_c0_g1,7.38591555782431
isogroup10004_c0_g2,2.68906802828254
isogroup10004_c0_g4,6.55186706482763
isogroup100053_c0_g1,1.98661837394225
isogroup100055_c0_g1,0.393930589628864
isogroup10005_c0_g1,1.14537427016341
isogroup10005_c0_g2,1.17484933769222
isogroup10006_c0_g1,0.053634725043917
isogroup100094_c0_g1,2.82969034449641
isogroup10009_c0_g1,-1.88464875288229
isogroup1000_c0_g1,0.648314893399693
isogroup10012_c0_g1,3.15390170122015
isogroup100136_c0_g1,1.91474576368966
isogroup10013_c0_g2,2.01652785058694
isogroup10013_c0_g4,0.904253974020512
isogroup10014_c0_g2,0.734944296320558
isogroup100159_c0_g1,-0.442013472468748
isogroup100168_c0_g1,-1.18048455666034
isogroup10017_c0_g1,1.00906534615337
isogroup100187_c0_g1,-0.502436592602043
isogroup100192_c0_g1,-0.214672185386959
isogroup1001_c0_g1,-2.14433505007465
isogroup100202_c0_g1,1.21547314117653
isogroup10022_c0_g1,-0.0540425248985632
isogroup10022_c1_g1,-2.06420814978644
isogroup100230_c0_g1,1.89593232923378
isogroup100233_c0_g1,3.1397882997152
isogroup10023_c0_g1,-0.492974032952449
isogroup100256_c0_g2,-0.494081152691299
isogroup100266_c0_g1,0
isogroup10026_c0_g1,-0.49858704992289
isogroup100271_c0_g1,-1.89947472942644
isogroup10027_c0_g1,-0.510877708612831
isogroup10027_c1_g1,-0.454750580861924
isogroup10028_c0_g1,-1.42370391245496
isogroup100294_c0_g1,4.35246627768435
isogroup10029_c0_g1,3.84437448377309
isogroup10029_c2_g1,1.54157674288678
isogroup10029_c3_g1,3.4851964806456
isogroup1002_c0_g1,4.78321912279686
isogroup1002_c0_g3,1.58596987018923
isogroup100306_c0_g1,4.14729464928883
isogroup10030_c0_g1,5.33573826129945
isogroup100314_c0_g1,2.50995521036187
isogroup10031_c0_g1,0.472462384515408
isogroup10031_c0_g2,1.2147036130932
isogroup10031_c1_g4,2.49576756927169
isogroup10031_c1_g5,0.181517284920263
isogroup10032_c0_g1,1.29184450208086
isogroup10032_c1_g2,0.362679341633397
isogroup10032_c2_g1,5.06803552131492
isogroup10032_c2_g2,1.80656960964049
isogroup100333_c0_g1,-0.0249645042135537
isogroup100334_c0_g1,0.564108081865746
isogroup10033_c0_g1,0.465515864951243
isogroup100340_c1_g1,3.09929897910548
isogroup100347_c0_g1,0
isogroup10034_c0_g1,-2.01251613404585
isogroup100357_c0_g1,-0.805334720865356
isogroup10035_c0_g1,0.636022616336448
isogroup100376_c0_g1,2.27006795623424
isogroup10037_c0_g1,0.117146692553653
isogroup100382_c0_g1,2.36372901285289
isogroup10039_c0_g1,1.81580567975075
isogroup10039_c0_g2,2.21947983326709
isogroup10039_c0_g3,-1.09309779366438
isogroup1003_c0_g1,0.22835067861771
isogroup10040_c0_g1,-1.16518086999261
isogroup10041_c0_g1,7.99082110013605
isogroup100422_c0_g1,5.82494571436863
isogroup10042_c0_g1,-0.132555681511753
isogroup10043_c0_g1,2.25392523653216
isogroup100447_c0_g1,0.191043446822981
isogroup10044_c0_g1,-0.308756372243281
