gene_id,lfc
isogroup100049_c0_g1,1.03835448567491
isogroup100098_c0_g1,0
isogroup1000_c0_g1,0
isogroup100116_c0_g1,0.87947982222532
isogroup100126_c0_g1,-1.13702158549379
isogroup100178_c0_g1,1.65876397107042
isogroup100278_c0_g1,0
isogroup100295_c0_g1,-2.28816768025074
isogroup100314_c0_g1,-0.0603769324520167
isogroup100352_c0_g1,-2.45913732959187
isogroup100391_c0_g1,-1.47776935340485
isogroup100432_c0_g1,0
isogroup100434_c0_g1,NA
isogroup100454_c0_g1,-0.0655939896710025
isogroup100479_c0_g1,0
isogroup100507_c0_g1,0.346597505387477
isogroup100515_c0_g1,0
isogroup100546_c0_g1,0
isogroup100594_c0_g1,0.338880052312095
isogroup100619_c0_g1,-2.33920923472826
isogroup10064_c0_g1,-1.31024669008053
isogroup100718_c0_g1,0
isogroup100740_c0_g1,-2.45911567730192
isogroup100778_c0_g1,-0.0655879128605454
isogroup100868_c0_g1,0
isogroup100880_c0_g1,-1.95090881246261
isogroup100930_c0_g1,0
isogroup100952_c0_g1,0.346588149964475
isogroup100978_c0_g1,-2.45911068137444
isogroup100980_c0_g1,1.5510589368191
isogroup101040_c0_g1,-3.03115565181548
isogroup101073_c0_g1,1.24964438982945
isogroup101117_c0_g1,0
isogroup101147_c0_g1,-3.40056686166996
isogroup101171_c0_g1,-1.78913530012984
isogroup101196_c0_g1,0
isogroup101325_c0_g1,-1.60953571307752
isogroup101338_c0_g1,-2.33925120580246
isogroup101339_c0_g1,0
isogroup101381_c0_g1,-0.179989699449413
isogroup10151_c0_g1,NA
isogroup101528_c0_g1,-3.82518667776621
isogroup101532_c0_g1,-0.0655879128605458
isogroup10155_c0_g1,0
isogroup101649_c0_g1,-3.45346119026593
isogroup101665_c0_g1,0.269566498000976
isogroup101675_c0_g1,0
isogroup1016_c0_g2,0
isogroup101722_c0_g1,0.968325007753879
isogroup101725_c0_g1,-0.0655879128605454
isogroup101743_c0_g1,0
isogroup101749_c0_g1,2.19481597796333
isogroup101759_c0_g1,-0.0655879128605454
isogroup101786_c0_g1,0
isogroup101817_c0_g1,1.86018484402026
isogroup101838_c0_g1,0
isogroup101856_c0_g1,0
isogroup101873_c0_g1,0
isogroup101899_c0_g1,6.10068144447112
isogroup101903_c0_g1,1.53202529956739
isogroup102046_c0_g1,-1.90065626638282
isogroup102069_c0_g1,0.0231650276017093
isogroup10209_c0_g1,0
isogroup102121_c0_g1,-0.930455998397536
isogroup102160_c0_g1,4.09014387165134
isogroup102163_c0_g1,0
isogroup102172_c0_g1,-1.153857214567
isogroup102243_c0_g1,-1.89390845534849
isogroup102287_c0_g1,-1.35273615539507
isogroup102339_c0_g1,2.0857646104756
isogroup102395_c0_g1,-1.78925236494742
isogroup10243_c0_g1,0
isogroup102488_c0_g1,-0.137110352212458
isogroup102489_c0_g1,0
isogroup1024_c0_g1,-3.43933997327477
isogroup102653_c0_g1,0.0102930057152835
isogroup102804_c0_g1,-2.33920923472826
isogroup10280_c0_g1,-5.27855829192715
isogroup10290_c0_g1,-0.257078901410834
isogroup102924_c0_g1,0.78909048233289
isogroup102942_c0_g1,0.0751718285141754
isogroup102947_c0_g1,0
isogroup103007_c0_g1,0.346608586668278
isogroup103046_c0_g1,-0.0546711136494978
isogroup103185_c0_g1,-0.280834118151176
isogroup103275_c0_g1,0
isogroup103312_c0_g1,1.01863294420117
isogroup103361_c0_g1,-0.985101210275115
isogroup10339_c0_g1,0
isogroup103595_c0_g1,-0.455102394604891
isogroup103603_c0_g1,0
isogroup103638_c0_g1,-0.0655879128605454
isogroup10383_c0_g1,1.57940528636071
isogroup103964_c0_g1,0
isogroup103_c0_g1,0
isogroup104004_c0_g1,0
isogroup104060_c0_g1,NA
isogroup104159_c0_g1,0
isogroup104216_c0_g1,0
isogroup10434_c0_g1,3.51716188005013
isogroup104519_c0_g1,-0.770576089093107
isogroup104537_c0_g1,0
isogroup104538_c0_g1,-0.0655879128605459
isogroup104563_c0_g1,0.883791596604198
isogroup10456_c0_g2,-0.573003353804798
isogroup104587_c0_g1,1.20421084051548
isogroup104602_c0_g1,-2.45914907121021
isogroup104621_c0_g1,5.14814096476869
isogroup104634_c0_g1,0
isogroup104674_c0_g1,0.834531739883525
isogroup104684_c0_g1,0.346574422621764
isogroup104696_c0_g1,0.346608586668279
isogroup104708_c0_g1,-1.7892709504771
isogroup104714_c0_g1,0.480743221680458
isogroup104715_c0_g1,0
isogroup10471_c0_g2,0.437241403457261
isogroup104743_c0_g1,-0.0655879128605459
isogroup104753_c0_g1,-0.0656069732688424
isogroup10475_c0_g2,1.07396465826745
isogroup104775_c0_g1,0.883791596604198
isogroup104810_c0_g1,0
isogroup104812_c0_g1,19.1800124036481
isogroup104824_c0_g1,-1.55938825906319
isogroup104829_c0_g1,-1.51014733235015
isogroup104836_c0_g1,-3.63373429020691
isogroup104854_c0_g1,6.50797103568928
isogroup104860_c0_g1,NA
isogroup104863_c0_g1,6.21273184454665
isogroup104868_c0_g1,-1.7892367804909
isogroup104869_c0_g1,0
isogroup104874_c0_g1,0
isogroup10491_c0_g1,0.714348403923293
isogroup104921_c0_g1,0
isogroup104942_c0_g1,-0.432781898809588
isogroup104957_c0_g1,-3.03116106137065
isogroup104959_c0_g1,-3.75699164266528
isogroup104964_c0_g1,0
isogroup104967_c0_g1,0.734794858881878
isogroup104974_c0_g1,-0.0655879128605454
isogroup104980_c0_g1,0.245200688623992
isogroup105003_c0_g1,-0.0655939896710026
isogroup10500_c0_g1,NA
isogroup105031_c0_g1,0.806783922271254
isogroup105032_c0_g1,-3.75699164266528
isogroup105056_c0_g1,-1.7892367804909
isogroup105057_c0_g1,-0.150304849993856
isogroup105071_c0_g1,-0.0655879128605454
isogroup105082_c0_g1,0
isogroup105104_c0_g1,-0.0655879128605459
isogroup105133_c0_g1,-21.467564762662
isogroup105144_c0_g1,0.911967641998106
isogroup105147_c0_g1,-0.0656585666176719
isogroup105190_c0_g1,5.0562004723924
isogroup105191_c0_g1,3.49926254963684
isogroup10519_c0_g1,NA
isogroup105225_c0_g1,0
isogroup10523_c0_g1,-1.70044911212591
isogroup105244_c0_g1,-1.78925663825718
isogroup105249_c0_g1,0
isogroup10524_c0_g1,-3.03118693268014
isogroup105284_c0_g1,0.346602509857822
isogroup105296_c0_g1,NA
isogroup105326_c0_g1,-0.0656258868118812
isogroup10533_c0_g1,0
isogroup105360_c0_g1,0.346608586668278
isogroup105361_c0_g1,0
isogroup105385_c0_g1,-2.45911626746018
isogroup105414_c0_g1,-0.0655879128605454
isogroup10541_c0_g2,0
isogroup105440_c0_g1,-4.0171347435101
isogroup105445_c0_g1,0.359086452616228
isogroup105457_c0_g1,0.10073732725019
isogroup105461_c0_g1,0.281849022982648
isogroup105466_c0_g1,1.6795180942794
isogroup10546_c0_g1,2.57372790280342
isogroup105494_c0_g1,-1.26551789421783
isogroup105505_c0_g1,1.29186510644667
isogroup105506_c0_g1,0
isogroup105538_c0_g1,1.2280053934209
isogroup105554_c0_g1,-3.13826989064639
isogroup105555_c0_g1,0
isogroup105558_c0_g1,-1.65466769860749
isogroup105560_c0_g1,0
isogroup105563_c0_g1,0.346608586668278
isogroup10556_c0_g1,0
isogroup105588_c0_g1,0
isogroup105593_c0_g1,2.40390327748835
isogroup10559_c0_g1,0.483837203711573
isogroup105610_c0_g1,1.60608022686462
isogroup105617_c0_g1,5.43094155426509
isogroup105640_c0_g1,0.234415030820718
isogroup105663_c0_g1,-1.7892367804909
isogroup105667_c0_g1,0
isogroup10568_c0_g1,0.379950947084162
isogroup105690_c0_g1,-1.61309443857773
isogroup105701_c0_g1,6.17322837257623
isogroup105716_c0_g1,NA
isogroup105718_c0_g1,-0.0655879128605456
isogroup105733_c0_g1,0
isogroup105736_c0_g1,-1.26604404534015
isogroup105739_c0_g1,2.38091589377084
isogroup105754_c0_g1,NA
isogroup105761_c0_g1,-0.24931023884414
isogroup105767_c0_g1,0
isogroup105770_c0_g1,0
isogroup105773_c0_g1,0
isogroup105805_c0_g1,-5.23173211794276
isogroup105808_c0_g1,0
isogroup105865_c0_g1,2.33895010594819
isogroup105873_c0_g1,-0.0656074079816259
isogroup105886_c0_g1,-0.477852781854155
isogroup105892_c0_g1,3.63134466548907
isogroup105894_c0_g1,0
isogroup105901_c0_g1,0
isogroup10591_c0_g1,-0.749171564109254
isogroup105924_c0_g1,-1.37703971631144
isogroup105926_c0_g1,-1.7892367804909
isogroup105931_c0_g1,3.84907458192287
isogroup105944_c0_g1,6.2242575117646
isogroup105983_c0_g1,-0.0655879128605454
isogroup105987_c0_g1,-3.10778483792334
isogroup106015_c0_g1,-2.86527942352511
isogroup106017_c0_g1,-1.3109312143353
isogroup106038_c0_g1,1.16601917186592
isogroup106046_c0_g1,7.07352108941857
isogroup106050_c0_g1,0
isogroup106059_c0_g1,-0.0656073294304251
isogroup106068_c0_g1,1.5304682124243
isogroup106095_c0_g1,0
isogroup106123_c0_g1,0
isogroup106140_c0_g1,-0.0655879128605459
isogroup106146_c0_g1,-2.45915609297939
isogroup106168_c0_g1,0
isogroup106173_c0_g1,0
isogroup106178_c0_g1,1.05576835676744
isogroup106215_c0_g1,NA
isogroup106224_c0_g1,0
isogroup106232_c0_g1,-2.21335140547768
isogroup106249_c0_g1,0.883791596604198
isogroup106260_c0_g1,-0.338580375367534
isogroup106265_c0_g1,0.346602509857822
isogroup106266_c0_g1,-0.0656112622285772
isogroup106317_c0_g1,0
isogroup106345_c0_g1,0
isogroup106361_c0_g1,25.5216645782215
isogroup106366_c0_g1,0.783802384248927
isogroup106382_c0_g1,1.2756291066581
isogroup106383_c0_g1,1.33127798524729
isogroup106384_c0_g1,0
isogroup10638_c0_g1,-2.79033129509402
isogroup106396_c0_g1,5.29934655726464
isogroup106409_c0_g1,-0.0655879128605454
isogroup106422_c0_g1,0
isogroup106449_c0_g1,NA
isogroup106475_c0_g1,-1.73030188222428
isogroup106495_c0_g1,0
isogroup106513_c0_g1,-1.78924049685931
isogroup106526_c0_g1,0
isogroup106547_c0_g1,0.346608586668278
isogroup106559_c0_g1,1.05576835676744
isogroup106560_c0_g1,-3.92429121893232
isogroup106568_c0_g1,-1.7892367804909
isogroup106592_c0_g1,0
isogroup106623_c0_g1,-2.93624489865671
isogroup106638_c0_g1,0.478249610161396
isogroup106654_c0_g1,0
isogroup106683_c0_g1,-0.0243902174933836
isogroup106686_c0_g1,NA
isogroup106694_c0_g1,2.09031556472784
isogroup106740_c0_g1,2.67175670809303
isogroup106743_c0_g1,0.246221371065481
isogroup106757_c0_g1,-3.57040886088175
isogroup106763_c0_g1,-0.0865165888446311
isogroup106765_c0_g1,3.45868345684054
isogroup106790_c0_g1,1.58092860482087
isogroup10679_c0_g1,-0.0655879128605454
isogroup106808_c0_g1,6.86308564671166
isogroup106845_c0_g1,0
isogroup106944_c0_g1,-0.350454230130542
isogroup106988_c0_g1,0.898436279211687
isogroup106998_c0_g1,0.205472065014168
isogroup10699_c0_g1,-0.783011055138636
isogroup107000_c0_g1,0
isogroup10700_c0_g1,1.53202529956739
isogroup107021_c0_g1,1.45989416997993
isogroup107057_c0_g1,NA
isogroup107097_c0_g1,0
isogroup107102_c0_g1,0.536207430024837
isogroup107114_c0_g1,0.897512363000909
isogroup107144_c0_g1,NA
isogroup107158_c0_g1,-0.0655879128605456
isogroup10715_c0_g1,1.28648153246431
isogroup107169_c0_g1,0.136412010847746
isogroup107182_c0_g1,0
isogroup107197_c0_g1,-3.40056686166996
isogroup107232_c0_g1,NA
isogroup10725_c0_g1,1.68856859354372
isogroup107279_c0_g1,-1.8131453323833
isogroup107289_c0_g1,-0.0655879128605454
isogroup107299_c0_g1,0
isogroup107300_c0_g1,0
isogroup107305_c0_g1,-3.03739006646875
isogroup107306_c0_g1,-0.0655879128605454
isogroup107319_c0_g1,0
isogroup107359_c0_g1,-2.33920923472826
isogroup107376_c0_g1,-0.714434510427462
isogroup107380_c0_g1,0
isogroup107390_c0_g1,-0.0655879128605459
isogroup107421_c0_g1,0
isogroup107446_c0_g1,0
isogroup107510_c0_g1,NA
isogroup107572_c0_g1,-1.81015939785196
isogroup107602_c0_g1,0
isogroup107640_c0_g1,1.46811631704105
isogroup107668_c0_g1,0
isogroup107707_c0_g1,-0.986333708250927
isogroup107719_c0_g1,0.843380207770002
isogroup107779_c0_g1,0
isogroup107820_c0_g1,-1.78925663825718
isogroup107839_c0_g1,0
isogroup107844_c0_g1,-0.557963437029042
isogroup107849_c0_g1,-2.04691418184314
isogroup107858_c0_g1,1.31399557142643
isogroup107870_c0_g1,-1.38709938750388
isogroup107885_c0_g1,-0.0656293795407961
isogroup107893_c0_g1,0
isogroup1078_c0_g1,0
isogroup107906_c0_g1,-2.33920923472826
isogroup107909_c0_g1,0
isogroup107938_c0_g1,0
isogroup107955_c0_g1,-1.51481542558962
isogroup107963_c0_g1,1.68861053193401
isogroup107983_c0_g1,0
isogroup107987_c0_g1,-1.78926858802413
isogroup108021_c0_g1,5.02312040025103
isogroup108037_c0_g1,0
isogroup108064_c0_g1,0
isogroup10809_c0_g1,0
isogroup108101_c0_g1,-0.29570996753464
isogroup108115_c0_g1,0
isogroup108123_c0_g1,-1.96962331194416
isogroup108137_c0_g1,1.3249703071121
isogroup108184_c0_g1,0
isogroup108185_c0_g1,-1.7892367804909
isogroup108188_c0_g1,-0.132090144667421
isogroup10819_c0_g1,0.158320237898137
isogroup108314_c0_g1,1.6743510327071
isogroup108341_c0_g1,2.22318618003551
isogroup108376_c0_g1,1.02506478464874
isogroup108384_c0_g1,-1.77936456810571
isogroup108402_c0_g1,0.679474667582993
isogroup10840_c0_g1,-1.82642703632146
isogroup108435_c0_g1,0
isogroup108459_c0_g1,0
isogroup10846_c0_g1,NA
isogroup108471_c0_g1,-0.0655879128605454
isogroup108496_c0_g1,0
isogroup108534_c0_g1,0.346602509857822
isogroup108543_c0_g1,2.0419550507998
isogroup108564_c0_g1,-1.7892367804909
isogroup108578_c0_g1,NA
isogroup108624_c0_g1,0.346602509857822
isogroup108630_c0_g1,NA
isogroup108659_c0_g1,0
isogroup108682_c0_g1,0.909493880426947
isogroup108692_c0_g1,2.06061460564523
isogroup10872_c0_g1,0
isogroup108744_c0_g1,0
isogroup108749_c0_g1,2.57743436245752
isogroup108759_c0_g1,-4.0171191576854
isogroup10875_c0_g1,2.83849790018209
isogroup108769_c0_g1,0
isogroup108775_c0_g1,2.59412280541658
isogroup108807_c0_g1,NA
isogroup10882_c0_g1,3.52933278238907
isogroup108838_c0_g1,0
isogroup108848_c0_g1,-1.34117202560921
isogroup108856_c0_g1,-2.3667505205448
isogroup108860_c0_g1,2.07905020880794
isogroup108910_c0_g1,0
isogroup108923_c0_g1,0.346608586668278
isogroup108928_c0_g1,3.42164866473843
isogroup108940_c0_g1,0
isogroup108947_c0_g1,-2.92325117113406
isogroup10895_c0_g1,-0.981189666195311
isogroup109018_c0_g1,-2.02851414460958
isogroup109029_c0_g1,-0.0655879128605454
isogroup109074_c0_g1,1.14882014702421
isogroup109081_c0_g1,6.24862990937723
isogroup109083_c0_g1,0
isogroup109106_c0_g1,0
isogroup109118_c0_g1,NA
isogroup109127_c0_g1,0
isogroup10917_c0_g1,0.883791596604197
isogroup109192_c0_g1,0.346608586668278
isogroup10926_c0_g1,0
isogroup109273_c0_g1,0.735479731248545
isogroup109290_c0_g1,0
isogroup109296_c0_g1,26.0315389944112
isogroup109312_c0_g1,-1.58521029779139
isogroup109316_c0_g1,0.346608586668278
isogroup109322_c0_g1,-2.96437708669393
isogroup109381_c0_g1,-1.38590960603779
isogroup109406_c0_g1,0
isogroup109450_c0_g1,0
isogroup109460_c0_g1,2.29207969924431
isogroup109493_c0_g1,0.834289702809927
isogroup109551_c0_g1,0.346608586668279
isogroup109580_c0_g1,-0.401764182154826
isogroup109643_c0_g1,2.36894611854054
isogroup109648_c0_g1,-3.03115565181548
isogroup109652_c0_g1,0
isogroup109681_c0_g1,-0.647964160857008
isogroup109689_c0_g1,1.07633717289557
isogroup109691_c0_g1,0.723869492637404
isogroup109766_c0_g1,-0.0656261597113827
isogroup109785_c0_g1,-1.7892367804909
isogroup109861_c0_g1,-1.65339221563871
isogroup109934_c0_g1,-0.975022953960681
isogroup109961_c0_g1,0
isogroup110037_c0_g1,0
isogroup110051_c0_g1,0
isogroup110057_c0_g1,-0.0655939896710027
isogroup11006_c0_g1,NA
isogroup110106_c0_g1,-1.55131113759328
isogroup11011_c0_g1,NA
isogroup110395_c0_g1,0.6281275268208
isogroup110409_c0_g1,0
isogroup110426_c0_g1,0
