"gene_id","logP"
"isogroup100049_c0_g1",NA
"isogroup100098_c0_g1",-0.39069155533593
"isogroup1000_c0_g1",-0.0217487880529354
"isogroup100116_c0_g1",-0.403555274450233
"isogroup100126_c0_g1",-0.710477492834732
"isogroup100178_c0_g1",0.370470765068062
"isogroup100278_c0_g1",-0.161439253377732
"isogroup100295_c0_g1",2.56417885859173
"isogroup100314_c0_g1",-1.42825354494348
"isogroup100352_c0_g1",-0.579792919827966
"isogroup100391_c0_g1",-1.69520713750636
"isogroup100432_c0_g1",-1.00350723384646
"isogroup100434_c0_g1",NA
"isogroup100454_c0_g1",0.0809291531454117
"isogroup100479_c0_g1",-0.0217487880529353
"isogroup100507_c0_g1",0.085206764190534
"isogroup100515_c0_g1",-0.39069155533593
"isogroup100546_c0_g1",-0.0217487880529353
"isogroup100594_c0_g1",-0.00495284470179609
"isogroup100619_c0_g1",0.0989410864269703
"isogroup10064_c0_g1",-0.120839750131899
"isogroup100718_c0_g1",-0.0217487880529354
"isogroup100740_c0_g1",-0.161443093429849
"isogroup100778_c0_g1",0.213092276428659
"isogroup100868_c0_g1",-0.0217487880529353
"isogroup100880_c0_g1",0.177510657494998
"isogroup100930_c0_g1",-0.161439253377732
"isogroup100952_c0_g1",-0.695717714446258
"isogroup100978_c0_g1",0.098940899534785
"isogroup100980_c0_g1",0.775670378669338
"isogroup101040_c0_g1",0.0989400078801934
"isogroup101073_c0_g1",-1.01283874155283
"isogroup101117_c0_g1",-0.818438249498778
"isogroup101147_c0_g1",0.0989394320740343
"isogroup101171_c0_g1",-0.310966894169977
"isogroup101196_c0_g1",-0.707932921713054
"isogroup101325_c0_g1",-0.838048887412988
"isogroup101338_c0_g1",-0.313739400491359
"isogroup101339_c0_g1",-0.915972507034648
"isogroup101381_c0_g1",0.740999996750575
"isogroup10151_c0_g1",NA
"isogroup101528_c0_g1",0.21308585381799
"isogroup101532_c0_g1",0.213092276428659
"isogroup10155_c0_g1",-1.00350723384646
"isogroup101649_c0_g1",-2.16977822925617
"isogroup101665_c0_g1",1.24996392249876
"isogroup101675_c0_g1",-0.0217487880529353
"isogroup1016_c0_g2",-1.62839644632413
"isogroup101722_c0_g1",0.548932317398685
"isogroup101725_c0_g1",0.213092276428659
"isogroup101743_c0_g1",-0.818438249498778
"isogroup101749_c0_g1",-1.08826868594172
"isogroup101759_c0_g1",0.213092276428659
"isogroup101786_c0_g1",-0.57978863740551
"isogroup101817_c0_g1",-0.0394986233694555
