"gene_id","logP"
"isogroup100049_c0_g1",NA
"isogroup100098_c0_g1",0.158347276804833
"isogroup1000_c0_g1",-0.0658883537540187
"isogroup100116_c0_g1",0.466810512268552
"isogroup100126_c0_g1",-0.0117605143005861
"isogroup100178_c0_g1",0.094157841823348
"isogroup100278_c0_g1",0.0238611494473786
"isogroup100295_c0_g1",-5.5826796381145
"isogroup100314_c0_g1",0.680386928657764
"isogroup100352_c0_g1",-0.0976031231175338
"isogroup100391_c0_g1",0.156760404113935
"isogroup100432_c0_g1",0.492011181789029
"isogroup100434_c0_g1",NA
"isogroup100454_c0_g1",-0.0658879285876157
"isogroup100479_c0_g1",-0.0658883537540187
"isogroup100507_c0_g1",0.00122999737733559
"isogroup100515_c0_g1",0.158347276804833
"isogroup100546_c0_g1",-0.0658883537540187
"isogroup100594_c0_g1",0.100373872210974
"isogroup100619_c0_g1",-0.562543432038625
"isogroup10064_c0_g1",-1.69613035840002
"isogroup100718_c0_g1",-0.0658883537540187
"isogroup100740_c0_g1",-0.354562181868268
"isogroup100778_c0_g1",-0.153238187046219
"isogroup100868_c0_g1",-0.0658883537540187
"isogroup100880_c0_g1",-0.754620095899347
"isogroup100930_c0_g1",0.0238611494473786
"isogroup100952_c0_g1",0.550654701017894
"isogroup100978_c0_g1",-0.593599470635472
"isogroup100980_c0_g1",-0.153236390509537
"isogroup101040_c0_g1",-0.753386164827068
"isogroup101073_c0_g1",1.29470397212655
"isogroup101117_c0_g1",0.393716210163443
"isogroup101147_c0_g1",-0.863012984889827
"isogroup101171_c0_g1",-0.115767555308284
"isogroup101196_c0_g1",0.334171832231826
"isogroup101325_c0_g1",-1.82658833462364
"isogroup101338_c0_g1",-0.220985481372015
"isogroup101339_c0_g1",0.445723004982764
"isogroup101381_c0_g1",-0.516173976525307
"isogroup10151_c0_g1",NA
"isogroup101528_c0_g1",-1.12972925285537
"isogroup101532_c0_g1",-0.153238187046219
"isogroup10155_c0_g1",0.492011181789029
"isogroup101649_c0_g1",-0.568160984065334
"isogroup101665_c0_g1",-0.670920357090883
"isogroup101675_c0_g1",-0.0658883537540187
"isogroup1016_c0_g2",0.81440028855265
"isogroup101722_c0_g1",-0.153237038085944
"isogroup101725_c0_g1",-0.153238187046219
"isogroup101743_c0_g1",0.393716210163443
"isogroup101749_c0_g1",1.65694475247522
"isogroup101759_c0_g1",-0.153238187046219
"isogroup101786_c0_g1",0.264158998286967
"isogroup101817_c0_g1",0.671014231745703
"isogroup101838_c0_g1",0.158347276804833
"isogroup101856_c0_g1",0.300010668206806
"isogroup101873_c0_g1",0
"isogroup101899_c0_g1",-0.25244338890577
"isogroup101903_c0_g1",-0.153236411661097
"isogroup102046_c0_g1",-0.152329463240623
"isogroup102069_c0_g1",-0.767981993209152
"isogroup10209_c0_g1",0.492011181789029
"isogroup102121_c0_g1",0.169893394983378
"isogroup102160_c0_g1",1.98858883196734
"isogroup102163_c0_g1",-0.0658883537540187
"isogroup102172_c0_g1",-0.0435008731327971
"isogroup102243_c0_g1",-0.537965949916236
"isogroup102287_c0_g1",-1.05547742772119
"isogroup102339_c0_g1",1.93893479667555
"isogroup102395_c0_g1",-0.0715718730489899
"isogroup10243_c0_g1",0.264158998286967
"isogroup102488_c0_g1",0.128840215619907
"isogroup102489_c0_g1",0.0238611494473786
"isogroup1024_c0_g1",-0.874808774104117
"isogroup102653_c0_g1",-0.149748207344876
"isogroup102804_c0_g1",-0.562543432038625
"isogroup10280_c0_g1",-2.17409685636646
"isogroup10290_c0_g1",-0.156273413470593
"isogroup102924_c0_g1",-0.153237237264483
"isogroup102942_c0_g1",-0.0114517389112374
"isogroup102947_c0_g1",0.0238611494473786
"isogroup103007_c0_g1",-0.153237728982938
"isogroup103046_c0_g1",-0.462275971184349
"isogroup103185_c0_g1",-0.179326494858222
"isogroup103275_c0_g1",0.158347276804833
"isogroup103312_c0_g1",-0.181402078350645
"isogroup103361_c0_g1",-0.219491981004761
"isogroup10339_c0_g1",0.607113856674008
"isogroup103595_c0_g1",-0.545034927054681
"isogroup103603_c0_g1",-0.0658883537540187
"isogroup103638_c0_g1",-0.153238187046219
"isogroup10383_c0_g1",0.109184019183997
"isogroup103964_c0_g1",-0.0658883537540187
"isogroup103_c0_g1",0.0238611494473786
"isogroup104004_c0_g1",0.158347276804833
"isogroup104060_c0_g1",NA
"isogroup104159_c0_g1",-0.0658883537540187
"isogroup104216_c0_g1",0.445723004982764
"isogroup10434_c0_g1",0.754402156102226
"isogroup104519_c0_g1",-0.408013989932411
"isogroup104537_c0_g1",1.38933437743953
"isogroup104538_c0_g1",-0.153238187046219
"isogroup104563_c0_g1",-0.153237132025661
"isogroup10456_c0_g2",0.312365320199354
"isogroup104587_c0_g1",2.253544226281
"isogroup104602_c0_g1",0.193020752457658
"isogroup104621_c0_g1",1.74299422902656
"isogroup104634_c0_g1",-0.0658883537540187
"isogroup104674_c0_g1",-0.153237186766825
"isogroup104684_c0_g1",0.351944948292538
"isogroup104696_c0_g1",-0.153237728982938
"isogroup104708_c0_g1",0.330631354469472
"isogroup104714_c0_g1",0.817021320633655
"isogroup104715_c0_g1",0.0238611494473786
"isogroup10471_c0_g2",0.209297417123098
"isogroup104743_c0_g1",-0.153238187046219
"isogroup104753_c0_g1",0.180062140666508
"isogroup10475_c0_g2",0.0399453644190472
"isogroup104775_c0_g1",-0.153237132025661
"isogroup104810_c0_g1",-0.0658883537540187
"isogroup104812_c0_g1",13.25839815048
"isogroup104824_c0_g1",-5.77724431428791
"isogroup104829_c0_g1",-1.67572916181938
"isogroup104836_c0_g1",NA
"isogroup104854_c0_g1",0.644093348864391
"isogroup104860_c0_g1",NA
"isogroup104863_c0_g1",1.18569044436161
"isogroup104868_c0_g1",-0.428108855058126
"isogroup104869_c0_g1",0.0238611494473786
"isogroup104874_c0_g1",0.393716210163443
"isogroup10491_c0_g1",-0.153237320323367
"isogroup104921_c0_g1",0.0238611494473786
"isogroup104942_c0_g1",0.0182790826903845
"isogroup104957_c0_g1",-0.624882481105555
"isogroup104959_c0_g1",-0.973506706747946
"isogroup104964_c0_g1",-0.0658883537540187
"isogroup104967_c0_g1",0.544363886741469
"isogroup104974_c0_g1",-0.153238187046219
"isogroup104980_c0_g1",-0.332125500607307
"isogroup105003_c0_g1",-0.0658879285876157
"isogroup10500_c0_g1",NA
"isogroup105031_c0_g1",-0.153237217602235
"isogroup105032_c0_g1",-0.973506706747946
"isogroup105056_c0_g1",-0.428108855058126
"isogroup105057_c0_g1",-1.2891894607944
"isogroup105071_c0_g1",-0.153238187046219
"isogroup105082_c0_g1",0.264158998286967
"isogroup105104_c0_g1",-0.153238187046219
"isogroup105133_c0_g1",NA
